,Location,latitude,longitude
525,600 DICE ST,38.0291874,-78.4898676
526,300 MEADE AVE,38.027678,-78.465092
527,600 MONTROSE AVE,38.0225652,-78.48232039999999
528,600 MERIDIAN ST,38.0236308,-78.47546679999999
529,400 E SOUTH ST,38.029436,-78.483058
530,900 E HIGH ST,38.0313323,-78.4737057
531,1500 6TH ST SE,38.0187068,-78.4849842
532,800 PAGE ST,38.0340552,-78.49005129999999
533,900 COLEMAN ST,38.036606,-78.4605192
534,1200 RIVER VISTA AVE,38.038364,-78.4628487
535,200 NORTH FIRST ST,38.0300563,-78.4818725
536,1200 GORDON AVE,38.0384253,-78.49509479999999
537,700 WEST ST,38.0347112,-78.4879587
538,400 9TH ST NW,38.0355709,-78.4908087
539,200 9TH ST NW,38.034575,-78.4919713
540,900 PAGE ST,38.0347363,-78.4920126
541,600 6TH ST SE,38.0258145,-78.4801598
542,500 6TH ST SE,38.02659440000001,-78.4795527
543,400 6TH ST SE,38.0273419,-78.4789759
544,200 MONTICELLO AVE,38.0287367,-78.485998
545,2300 PRICE AVE,38.0269367,-78.51667789999999
546,800 MONTROSE AVE,38.0211108,-78.47916819999999
547,600 BEECHWOOD DR,38.0459015,-78.4681693
548,600 11TH ST NW,38.0391209,-78.4934208
549,200 W HIGH ST,38.0332571,-78.4812942
550,100 5TH ST NE,38.0298419,-78.4784993
551, MCGUFFEY ART CTR LOT,38.0322705,-78.48211880000001
552,400 MAPLE ST,38.0329499,-78.4764352
553,400 17TH ST NW,38.03917939999999,-78.5006286
554,500 1ST ST N,38.0344992,-78.4797945
555,500 16TH ST NW,38.0398937,-78.4984642
556,1300 GORDON AVE,38.0388845,-78.4958422
557,0 SADLER ST,38.0360823,-78.4985164
558,1400 VIRGINIA AVE,38.0378113,-78.4976408
559,100 AVON ST,38.027888,-78.4752833
560,100 RAYMOND AVE,38.0234438,-78.5147889
561,100 MORGAN CT,38.0213561,-78.51941149999999
562,200 HUNTLEY AVE,38.0215853,-78.51877979999999
563,200 E WATER ST,38.029242,-78.480583
564,500 BROWN ST,38.0323336,-78.4872122
565,700 PINE ST,38.0271515,-78.4953094
566,600 E WATER ST,38.0288145,-78.4776364
567,0 2ND ST SE,38.0265421,-78.48262629999999
568,600 HINTON AVE,38.0264032,-78.4795567
569,900 CABELL AVE,38.0439024,-78.4929969
570,100 10TH ST NE,38.0284016,-78.4734628
571,1600 DEL MAR DR,38.0499614,-78.4833415
572,1600 CAMBRIDGE CIR,38.0487832,-78.4867933
573,1500 OXFORD RD,38.0468511,-78.48365230000002
574,1600 OAKLEAF LN,38.0513791,-78.4830987
575,1400 GENTRY LN,38.0511961,-78.4884026
576,200 11TH ST NE,38.0283348,-78.4721856
577,1300 CARLTON AVE,38.021904,-78.469026
578,300 10 NE,38.0298911,-78.47275859999999
579,1600 CHERRY AVE,38.023772,-78.5065517
580,1700 GRADY AVE,38.0412839,-78.4993966
581,600 CABELL AVE,38.0406913,-78.497693
582,100 AVON CT,38.027888,-78.4752833
583,400 JONES ST,38.0287586,-78.498746
584,0 4TH ST SE,38.0289031,-78.4798552
585,400 10 1/2 ST NW,38.03761850000001,-78.4930195
586,100 CHRISTA CT,38.015285,-78.50784399999999
587,1500 GREEN ST,38.0167929,-78.4808997
588,800 ROUGEMONT AVE,38.0153986,-78.4820572
589,700 ROCKLAND AVE,38.0179221,-78.48365230000002
590,1500 ROSA TER,38.0196294,-78.48598539999999
591,600 10 1/2 ST NW,38.0390148,-78.4922903
592,200 5TH ST NW,38.0316122,-78.487454
593,1700 GORDON AVE,38.0403818,-78.4999126
594,1500 GROVE RD,38.0538737,-78.4787686
595,1600 BRUCE AVE,38.0492811,-78.48564549999999
596,200 CHANCELLOR ST,38.0387504,-78.5009291
597,1200 BELLEVIEW AVE,38.0388926,-78.4622103
598,500 ELLIOTT AVE,38.0221795,-78.4837855
599,600 LEVY AVE,38.0267706,-78.4776071
600,100 KENT TER,38.013148,-78.507288
601,200 CREAM ST,38.0322468,-78.4900133
602,800 RIALTO ST,38.0217562,-78.4786798
603,1000 GRADY AVE,38.0385116,-78.4916635
604,100 PIEDMONT AVE N,38.0259344,-78.518737
605,1100 JOHN ST,38.0357987,-78.4961572
606,0 BURNLEY AVE,38.0428981,-78.49739339999999
607,400 2 ST SE,38.0284468,-78.4817418
608,1600 CEDAR HILL RD,38.0591748,-78.499743
609,2200 NORTH BERKSHIRE RD,38.06004009999999,-78.4964253
610,300 11TH ST NW,38.0358484,-78.4949821
611,1100 GORDON AVE,38.0380906,-78.4941848
612,400 11TH ST NW,38.0376423,-78.4940211
613,400 8TH ST NE,38.0314481,-78.4752939
614,100 ROBINSON WOODS,38.0437436,-78.4914214
615,900 RIVES ST,38.01773530000001,-78.4697997
616,600 RAINIER RD,38.0213129,-78.5093102
617,800 ANDERSON ST,38.0347862,-78.4900315
618,1000 LINDEN AVE,38.0142745,-78.4700883
619,100 4TH ST NW,38.0306413,-78.4865744
620,700 ELSOM ST,38.0320322,-78.48973
621,100 GOODMAN ST,38.0276414,-78.47425659999999
622,500 PARK ST,38.0331918,-78.47568310000001
623,1200 MOWBRAY PL,38.0364398,-78.4651487
624,1000 TUFTON AVE,38.0220164,-78.4745588
625,2500 WOODLAND DR,38.020246,-78.5126258
626,100 WESTERLY AVE,38.0260056,-78.52213669999999
627,2500 WESTERLY AVE,38.024035,-78.52036149999999
628,0 STADIUM RD,38.029474,-78.5131785
629,400 5TH ST SW,38.0280872,-78.4894769
630,300 5TH ST SW,38.02896,-78.4889046
631,1600 CABELL AVE,38.0439024,-78.4929969
632,100 7TH ST NW,38.0314491,-78.4897337
633,900 RIDGE ST,38.0197762,-78.49342519999999
634,100 WELK PL,38.0158704,-78.50328139999999
635,2200 CENTER AVE,38.0243673,-78.51047410000001
636,200 TODD AVE,38.024885,-78.513271
637,400 10TH ST NW,38.0374187,-78.4922108
638,600 ROCK CREEK RD,38.0243562,-78.50284189999999
639,900 ALTAVISTA AVE,38.0188133,-78.4787353
640,100 APPLE TREE RD,38.0262241,-78.5193851
641,100 14TH ST NW,38.0341751,-78.49940339999999
642,1700 BURNLEY AVE,38.0429055,-78.4973985
643,900 STONEHENGE AVE,38.0173041,-78.47987859999999
644,100 12TH ST NW,38.0338186,-78.4964676
645,900 BLENHEIM AVE,38.02106759999999,-78.4770814
646,10 CARROLLTON TER,38.0275395,-78.5103754
647,300 JONES ST,38.029331,-78.4991742
648,900 BELMONT AVE,38.0234264,-78.4753499
649,100 CLARKE CT,38.02715329999999,-78.5149289
650,700 GRAVES ST,38.0269451,-78.4766818
651,500 STONEHENGE AVE,38.0200961,-78.4858277
652,200 G-PERMIT VIOLATION,38.0293059,-78.47667810000002
653,2300 JEFFERSON PARK AVE,38.0242509,-78.51442639999999
654,600 BROWN ST,38.0323276,-78.4879421
655,300 DICE ST,38.0281476,-78.4863653
656,700 LEXINGTON AVE,38.0348626,-78.47119239999999
657,600 MONTICELLO AVE,38.0243248,-78.4791572
658,600 ROSE HILL DR,38.0373587,-78.4882112
659,100 3 SE,38.0303104,-78.4799943
660,300 10 1/2 ST NW,38.035591,-78.49432569999999
661,421 MOSLEY DR,38.01786999999999,-78.50717399999999
662,1600 MASON LN,38.04701319999999,-78.4883735
663,800 MAPLE ST,38.0324056,-78.4748214
664,0 OAKHURST CIR,38.03173719999999,-78.5067735
665,900 W MAIN ST,38.0321784,-78.4943291
666,200 SOUTH 1ST ST,38.0300563,-78.4818725
667,100 SOUTH 1ST ST,38.0307862,-78.48150509999999
668,600 LEXINGTON AVE,38.0340467,-78.4717534
669,500 DICE ST,38.0290623,-78.4888522
670,2000 STADIUM RD,38.0284902,-78.51463629999999
671,200 ALBEMARLE ST,38.0367866,-78.48546499999999
672,1300 WILLOW DR,38.034948,-78.461517
673,100 W HIGH ST,38.03287580000001,-78.4807443
674,1300 NUNLEY ST,38.0270263,-78.5016531
675,500 14TH ST NW,38.0392662,-78.4964821
676,100 8TH ST NW,38.0317143,-78.49082489999999
677,600 PROSPECT AVE,38.025189,-78.4950757
678,200 HARTMANS MILL RD,38.0196976,-78.4884026
679,1100 GRADY AVE,38.039411,-78.4938186
680,1100 SHERWOOD RD,38.0449911,-78.48024219999999
681,1600 OXFORD RD,38.0473115,-78.4870708
682,1300 GRADY AVE,38.0398141,-78.495294
683,100 OLD PRESTON,38.0312325,-78.4829043
684,200 PARKWAY ST,38.0350833,-78.4779286
685,600 LOCUST AVE,38.03324569999999,-78.4702573
686,200 6TH ST NW,38.0317565,-78.48812219999999
687,503 15TH ST NW,38.0396074,-78.4974587
688,700 BOLLING AVE,38.0235701,-78.47969280000001
689,506 VALLEY RD,38.03040720000001,-78.5052156
690,600 DRUID AVE,38.0204197,-78.4840758
691,1500 EARLY ST,38.0182969,-78.4841407
692,1000 DRUID AVE,38.0172522,-78.47770299999999
693,700 ALTAVISTA AVE,38.0204943,-78.4819444
694,1200 BINGLER ST,38.0293059,-78.47667810000002
695,1900 EDGEWOOD LN,38.0453815,-78.50180879999999
696,1300 JEFFERSON PK AVE,38.0319019,-78.501032
697,200 VALLEY RD,38.0295351,-78.5072911
698,600 MADISON AVE,38.0409275,-78.4957163
699,500 BAINBRIDGE ST,38.0232746,-78.4725131
700,600 PARK LN E,38.035783,-78.4754295
701,200 WINE ST,38.0359143,-78.47821569999999
702,600 EVERGREEN AVE,38.0366548,-78.47517619999999
703,100 ELKHORN RD,38.0206996,-78.5018532
704,700 RAINIER RD,38.0189937,-78.5073128
705,1100 E WATER ST,38.0253464,-78.469853
706,1100 SEMINOLE TRL,38.0669617,-78.4879855
707,500 SHAMROCK RD,38.0237685,-78.5065284
708,414 15TH ST NW,38.0386124,-78.4981245
709,700 SHAMROCK RD,38.0213796,-78.5034051
710,700 BLENHEIM AVE,38.02280390000001,-78.480254
711,200 E MAIN ST,38.0305724,-78.4807636
712,1000 W MAIN ST,38.0323477,-78.4952169
713,1400 RIVER RD,38.0429741,-78.4576771
714,1 COURT SQ,38.031043,-78.4771176
715,900 ANDERSON ST,38.0355759,-78.4908367
716,500 9TH ST NW,38.036337,-78.4899449
717,1100 LITTLE HIGH ST,38.0306786,-78.47084439999999
718,300 E MAIN ST,38.03010380000001,-78.4799451
719,100 CARLTON RD,38.0266949,-78.468563
720,104 OBSERVATORY AV,38.0269656,-78.5136599
721,1000 E MARKET ST,38.0285026,-78.473041
722,10 ELLIEWOOD AVE,38.0356869,-78.50081879999999
723,1600 YORKTOWN DR,38.0548799,-78.4808913
724,1400 MONTICELLO RD,38.0194631,-78.4726192
725,1400 HAZEL ST,38.0335504,-78.4650929
726,100 HILTON DR,38.014105,-78.5098872
727,100 13TH ST NE,38.0292203,-78.4667013
728,900 MORTON LN,38.0351757,-78.4925136
729,100 CHISHOLM PL,38.0267866,-78.4635388
730,1100 CHERRY ST,38.0248584,-78.471265
731,500 GROVE AVE,38.0317988,-78.4697824
732,1600 AMHERST ST,38.0424305,-78.4868044
733,0 ELSOM ST,38.0322068,-78.4899216
734,1900 ARLINGTON BLVD,38.0477752,-78.5043611
735,100 OLINDA DR,38.0237628,-78.49981129999999
736,100 E HIGH ST,38.03301769999999,-78.4804657
737,1200 CEDARS CT,38.0553554,-78.5014782
738,0 CROSSOVER,38.0293059,-78.47667810000002
739,100 ELLIEWOOD AVE,38.0362462,-78.5004086
740,100 LODGE CREEK CIR,38.0153992,-78.5044022
741,1000 COLEMAN ST,38.0377661,-78.459622
742,500 E MAIN ST,38.0298137,-78.4784185
743,1100 ROSE HILL DR,38.0416584,-78.48403569999999
744,400 ROBERTSON AVE,38.0243317,-78.5109276
745,343 15TH ST NW,38.0378709,-78.4988791
746,200 PALATINE AVE,38.0156634,-78.4810329
747,100 MONTPELIER ST,38.0259063,-78.5180391
748,100 LEWIS ST,38.0259139,-78.5164614
749,1000 PAGE ST,38.03516339999999,-78.49377419999999
750,600 PRESTON PLACE,38.0411638,-78.4983465
751,1100 PAGE ST,38.0357306,-78.4949728
752,1400 VINE ST,38.0196979,-78.46860079999999
753,200 7TH ST SW,38.0309161,-78.4899039
754,1400 MIDLAND ST,38.0204933,-78.4679792
755,1300 PRESTON AVE,38.0427466,-78.49253399999999
756,700 ST CLAIR AVE,38.0333267,-78.46778669999999
757,420 15TH ST NW,38.0387668,-78.4980357
758,800 DALE AVE,38.0369306,-78.48697589999999
759,1935 LEWIS MOUNTAIN RD,38.038405,-78.51041409999999
760,2200 FONTAINE AVE,38.0258721,-78.5150986
761,521 VALLEY RD,38.02955,-78.5059369
762,400 DICE ST,38.0285741,-78.4877501
763,114 OAKHURST CIR,38.0310395,-78.5065583
764,300 E HIGH ST,38.03256,-78.4789613
765,800 ELM ST,38.0282001,-78.4950052
766,400 CRISPELL DR,38.03002,-78.50126329999999
767,900 CHERRY AVE,38.0288435,-78.4952861
768,400 17 NW,38.03917939999999,-78.5006286
769,1000 HAZEL ST,38.0354087,-78.4687577
770,1205 WERTLAND ST,38.0345792,-78.49660539999999
771,600 WATSON AVE,38.0407397,-78.4712527
772,200 HOLLY DR,38.0335065,-78.493611
773,800 MADISON AVE,38.041791,-78.4922011
774,1213 WERTLAND ST,38.034617,-78.49689599999999
775,600 MALCOLM CRES,38.034551,-78.4739766
776,119 WASHINGTON AV,38.0280033,-78.5138374
777,500 2ND ST SE,38.0262865,-78.4827997
778,400 OAK ST,38.0274714,-78.48778109999999
779,1900 SWANSON DR,38.0618151,-78.494151
780,1525 GORDON AV,38.0399675,-78.4982133
781,700 ROCK CREEK RD,38.0228521,-78.50092099999999
782,1000 MONTICELLO RD,38.0233875,-78.4733074
783,700 E WATER ST,38.0286135,-78.4755727
784,100 ALTAMONT CIR,38.0339597,-78.48071019999999
785,600 GROVE AVE,38.0328546,-78.4687784
786,100 MAYWOOD LANE,38.0293994,-78.509058
787,400 W HIGH ST,38.0336497,-78.48258679999999
788,100 OLD FIFTH CIR,38.0148203,-78.5005644
789,900 9 1/2 ST NE,38.0307741,-78.4733382
790,0 PEN PARK RD,38.0539818,-78.4546512
791,200 MCGUFFEY ART CTR LOT,38.0322705,-78.48211880000001
792,1100 CHERRY AVE,38.0280521,-78.49879969999999
793,2000 HOLIDAY DR,38.0577171,-78.4914436
794,20 ELLIEWOOD AVE,38.0367143,-78.50038839999999
795,612 JEFFERSON ST E,38.03109389999999,-78.4765486
796,2300 HIGHLAND AVE,38.0244434,-78.5111309
797,900 1ST ST S,38.0232593,-78.4857129
798,600 BELMONT AVE,38.02581380000001,-78.4801389
799,700 MADISON AVE,38.0409639,-78.4954126
800,700 DALE AVE,38.03627770000001,-78.4859882
801,400 PARK ST,38.031956,-78.4769473
802,200 MONTE VISTA AVE,38.01628609999999,-78.513793
803,1800 STADIUM RD,38.0300225,-78.51217559999999
804,600 DELEVAN ST,38.0298416,-78.4894681
805,0 RAMP,38.0556794,-78.5028665
806,300 1ST ST S,38.0293582,-78.4821833
807,1000 E JEFFERSON ST,38.0298841,-78.4727482
808,1700 GALLOWAY DR,38.0556314,-78.4736458
809,600 WILDER DR,38.0439227,-78.4693113
810,1100 RIVER RD,38.0385768,-78.4566936
811,422 2ND ST NE,38.033466,-78.4790794
812,800 LYMAN ST,37.9946898,-78.4836375
813,1600 GREENLEAF LN,38.0499268,-78.4842295
814,1300 WELLFORD ST,38.0484807,-78.48641599999999
815,600 MASON ST,38.0197298,-78.4656258
816,200 4TH ST SW,38.0297585,-78.4871201
817,600 E MAIN ST,38.0295636,-78.4776298
818,900 ST CLAIR AVE,38.0373123,-78.4638385
819,800 ST CLAIR AVE,38.0346186,-78.4669163
820,1000 MONTROSE AVE,38.0196268,-78.4760269
821,400 E HIGH ST,38.0320456,-78.47823799999999
822,100 KEYSTONE PL,38.0150505,-78.4713316
823,900 ROCK CREEK RD,38.0207254,-78.49890839999999
824,800 WALKER SQ,38.0306498,-78.4925074
825,300 CARLTON RD,38.0223554,-78.4698885
826,100 TODD AVE,38.025011,-78.5146741
827,716 NALLE ST,38.02946499999999,-78.4922648
828,1200 CARLTON AVE,38.0233474,-78.4716646
829,2200 GREENBRIER DR,38.0620945,-78.4699329
830,1200 GRADY AVE,38.0394575,-78.49434149999999
831,500 KELLY AVE,38.03375279999999,-78.47317489999999
832,1200 CHERRY AVE,38.0275317,-78.499545
833,610 LOCUST AV,38.03351809999999,-78.4697109
834,500 SPRING ST,38.0273859,-78.4999849
835,436 3RD ST NE,38.0337453,-78.4781914
836,1200 HOLMES AVE,38.0459877,-78.4609188
837,500 RIALTO ST,38.0255595,-78.47603889999999
838,1000 CARLTON AVE,38.024331,-78.4743652
839,2100 IVY RD,38.0424533,-78.5120228
840,432 3RD ST NE,38.0335821,-78.4781914
841,100 PARK LN W,38.0169915,-78.5123169
842,1400 BAKER ST,38.0257498,-78.5021639
843,700 HENRY AVE,38.0376676,-78.4845134
844,200 DELEVAN ST,38.0301838,-78.4901878
845,400 W MAIN ST,38.0304408,-78.4867153
846,700 1ST ST S,38.0261669,-78.4838599
847,2400 JEFFERSON PARK AVE,38.0232986,-78.5145225
848,420 3RD ST NE,38.03320050000001,-78.4784578
849,800 FOREST ST,38.037589,-78.4860442
850,800 ALBEMARLE ST,38.0370091,-78.4852247
851,426 2ND ST NE,38.0337792,-78.4789462
852,432 15TH ST NW,38.0391077,-78.4977694
853,222 SOUTH ST W,38.0297827,-78.48391869999999
854,218 SOUTH ST W,38.0296711,-78.48381599999999
855,214 SOUTH ST W,38.0296703,-78.4836079
856,300 2 ST SE,38.0291246,-78.4814428
857,300 GLEASON ST,38.02819119999999,-78.4844452
858,300 GARRETT ST,38.02821850000001,-78.4810203
859,114 4TH ST NE,38.0304772,-78.47891369999999
860,705 GRAVES ST,38.0272496,-78.4764598
861,205 DOUGLAS AVE,38.0269496,-78.4738402
862,211 DOUGLAS AVE,38.0264134,-78.4741954
863,223 DOUGLAS AVE,38.0252596,-78.4749058
864,821 BELMONT AVE,38.0241364,-78.475927
865,613 HINTON AVE,38.0264983,-78.47886849999999
866,300 MONTICELLO RD,38.0270526,-78.476941
867,407 WATER ST E,38.0293719,-78.479146
868,400 VON ST,38.0293059,-78.47667810000002
869,511 AVON ST,38.0256609,-78.47844669999999
870,700 MONTICELLO AVE,38.0241218,-78.4790794
871,900 BLENHEIM AV,38.02106759999999,-78.4770814
872,800 BLENHEIM AV,38.021794,-78.478701
873,809 BLENHEIM AV,38.0221196,-78.4782805
874,700 BLENHEIM AV,38.02280390000001,-78.480254
875,612 BLENHEIM AV,38.0233063,-78.4813034
876,600 BLENHEIM AV,38.023333,-78.481832
877,706 BLENHEIM AV,38.0223965,-78.47978979999999
878,400 MAIN ST W,38.0335189,-78.4986565
879,100 AVON CT LOT,38.027888,-78.4752833
880,700 MONTROSE AVE,38.0220282,-78.4808183
881,901 GALLOWAY DR,38.0556314,-78.4736458
882,809 MONTROSE AVE,38.0211451,-78.4783801
883,1100 ELLIOTT AV,38.0181587,-78.4750057
884,1100 MONTROSE AVE,38.0189312,-78.4744618
885,915 ELLIOTT AVE,38.019429,-78.4769149
886,625 ELLIOTT AV,38.0217415,-78.481832
887,613 ELLIOTT AV,38.0219731,-78.4824203
888,1613 MERIDIAN ST,38.0142661,-78.48258679999999
889,1616 MERIDIAN ST,38.0136408,-78.4824536
890,1631 MERIDIAN ST,38.0123257,-78.48210089999999
891,1600 MERIDIAN ST,38.0158881,-78.4810371
892,1637 MERIDIAN ST,38.0128723,-78.4816989
893,333 6TH ST SW,38.02823739999999,-78.49057789999999
894,1001 KING ST,38.029422,-78.4969926
895,720 NALLE ST,38.0294826,-78.4924424
896,508 RIDGE ST,38.0267486,-78.4869709
897,406 RIDGE ST,38.027739,-78.4863605
898,400 MONTICELLO AV,38.0281989,-78.48446729999999
899,400 MONTICELLO AVE,38.0281989,-78.48446729999999
900,500 STONEHENGE AV,38.0200961,-78.4858277
901,1515 6TH ST SE,38.0180541,-78.4865468
902,900 SOUTH ST E,38.0276859,-78.4775001
903,600 RIDGE ST,38.0254316,-78.4891777
904,624 RIDGE ST,38.0247684,-78.4893349
905,700 RIDGE ST,38.0245196,-78.4898523
906,711 RIDGE ST,38.0239439,-78.49048909999999
907,512 MAIN ST W,38.030936,-78.48835400000002
908,213 WATER ST E,38.0300567,-78.4805001
909,117 4TH ST NE,38.0306383,-78.4790726
910,810 PAGE ST,38.0341782,-78.4910471
911,701 ANDERSON ST,38.0344329,-78.4884462
912,700 ANDERSON ST,38.0342151,-78.4884184
913,725 WEST ST,38.03549810000001,-78.48849129999999
914,905 ANDERSON ST,38.0357803,-78.49093309999999
915,1200 CARLTON RD,38.0233474,-78.4716646
916,206 MIDLAND ST,38.0203807,-78.4672217
917,617 RIVES ST,38.0199647,-78.4688228
918,1400 HAMPTON ST,38.0192101,-78.4691263
919,900 MONTICELLO AVE,38.0226674,-78.475927
920,700 LEVY AVE,38.0267706,-78.4776071
921,900 POPLAR ST,38.0348659,-78.4715327
922,721 LEXINGTON AV,38.0357121,-78.4712655
923,711 LFXINGTQN AVE,38.0353303,-78.4715314
924,607 LFXINGTQN AVE,38.0346487,-78.47206419999999
925,800 CITY HALL ANNEX,38.036426,-78.4887944
926,510 LOCUST AV,38.0325269,-78.4704223
927,414 4TH ST NE,38.033122,-78.4774588
928,1200 ST GEORGE AV,38.0396011,-78.46135559999999
929,600 GILLESPIE AVE,38.03192260000001,-78.46637989999999
930,700 GILLESPIE AV,38.03291,-78.465475
931,1400 GRACE ST,38.0344692,-78.4646423
932,800 WARD AVE,38.0330776,-78.46330979999999
933,700 HINTON AV,38.0256035,-78.47796939999999
934,613 HINTON AV,38.0264983,-78.47886849999999
935,1000 BELMONT AVE,38.0227038,-78.4744396
936,500 6 ST NW,38.0317508,-78.4881242
937,200 6 ST NW,38.0317565,-78.48812219999999
938,1831 UNIVERSITY CIR,38.0434451,-78.5020308
939,112 HARMON ST,38.0279624,-78.5125946
940,113 WASHINGTON AV,38.0277322,-78.5135711
941,105 WASHINGTON AV,38.0272177,-78.5129053
942,34 UNIVERSITY CIR,38.0429252,-78.5029629
943,1400 VIRGINIA AV,38.0378113,-78.4976408
944,1800 EDGEWOOD LN,38.0439936,-78.4993628
945,1800 WINSTON RD,38.044657,-78.4970682
946,900 COTTAGE LN,38.0451392,-78.4978984
947,602 CABELL AV,38.0408816,-78.49734769999999
948,2428 ARLINGTON BLVD,38.0505925,-78.5078995
949,2422 ARLINGTON BLVD,38.05025639999999,-78.5078011
950,2420 ARLINGTON BLVD,38.0501122,-78.5075792
951,2106 ARLINGTON BLVD,38.049538,-78.5071353
952,2104 ARLINGTON BLVD,38.0493442,-78.5068246
953,1982 ARLINGTON BLVD,38.0489387,-78.5061642
954,111 MAYWOOD LN,38.0288173,-78.508023
955,1800 ,38.0113922,-78.49842679999999
956,219 SHAMROCK RD,38.025834,-78.50882
957,111 STRATFORD CT,38.0255047,-78.5087776
958,104 STRATFORD CT,38.0256693,-78.5083781
959,104 THOMAS DR,38.0259241,-78.5068246
960,1611 CENTER AV,38.0248149,-78.5083004
961,1623 CENTER AVE,38.0242702,-78.5090883
962,1534 BROAD AVE,38.0250655,-78.5059812
963,1512 BROAD AVE,38.0248059,-78.5050047
964,1505 BROAD AVE,38.0246542,-78.5042945
965,109 ROCKCREEK RD,38.0218905,-78.4992211
966,700 ROCKCREEK RD,38.0228521,-78.50092099999999
967,108 N. BAKER,38.0267528,-78.50322919999999
968,107 N. BAKER,38.0263797,-78.50358430000001
969,105 BAKER ST,38.0262529,-78.50354
970,110 TODD AVE,38.0248774,-78.5137364
971,112 RAYMOND AUE,38.0232978,-78.5135045
972,1700 GORDON AV,38.0403818,-78.4999126
973,304 MONTEBELLO CIR,38.0296965,-78.5107305
974,2222 CENTER AVE,38.025129,-78.510291
975,2425 SUNSET RD,38.0207408,-78.5184088
976,100 SUNSET AVE,38.0202859,-78.5150357
977,2701 MCELROY DR,38.016395,-78.516565
978,2732 MCELROY DR,38.0135545,-78.5167223
979,2500 JEFFERSON PARK AV,38.0203514,-78.51445869999999
980,2400 JEFFERSON PARK AV,38.0232986,-78.5145225
981,1000 MILLMONT ST,38.0507015,-78.5046344
982,10 ELLIEWOOE AVE,38.0356869,-78.50081879999999
983,41 UNIVERSITY CIR,38.0418527,-78.5024303
984,19 ELLIEWOOD AVE,38.0365248,-78.50012199999999
985,1959 LEWIS MOUNTAIN RD,38.0386741,-78.5125223
986,110 MINOR RD,38.0395168,-78.51211579999999
987,112 MINOR RD,38.03952719999999,-78.51235
988,310 KENT RD,38.0399213,-78.51552389999999
989,331 KENT RD,38.038736,-78.515952
990,2000 THOMSON RD,38.03745019999999,-78.5137651
991,900 MAIN ST W,38.0321784,-78.4943291
992,850 ESTES ST,38.0308572,-78.4936142
993,848 ESTES ST,38.030733,-78.4936759
994,840 ESTES ST,38.0306557,-78.4930961
995,415 2ND ST NE,38.0338231,-78.47939020000001
996,300 5TH ST NE,38.0313409,-78.4777507
997,1514 AMHERST ST,38.0424111,-78.48578330000001
998,200 MCGUFFEY LOT,38.0322705,-78.48211880000001
999,300 10 ST NE,38.0298911,-78.47275859999999
1000,510 LOCUST AVE,38.0325269,-78.4704223
1001,1100 HIGH ST E,38.0315766,-78.4700883
1002,1432 WESTWOOD RD,38.04400940000001,-78.48214279999999
1003,807 HILLCREST RD,38.0424091,-78.47650850000001
1004,106 PERRY DR,38.03592,-78.47895199999999
1005,602 WATSON AVE,38.0405132,-78.4710319
1006,1000 ASHBY PL,38.043306,-78.4680786
1007,100 WATER ST E,38.029581,-78.48165399999999
1008,200 6 ST NE,38.0306781,-78.4772164
1009,100 LODGE CREEK CR,38.0153992,-78.5044022
1010,500 MOSLEY DR,38.015594,-78.50619499999999
1011,301 13 ST NE,38.0281748,-78.4676684
1012,402 13 ST NE,38.0293947,-78.466382
